COL5A1	5.461754997299782	5.9983309460762575	0	0	1	1289
CD24	1.6437939069189111	7.784386521719464	9.611246119977199e-298	1.1134258966681279e-294	1	100133941
PTPRF	1.6085227919510003	7.468730402693997	7.153127332217167e-241	5.6697946117468696e-238	1	5792
HMGB3	1.3785908663310207	8.464582764022582	2.2516693396335167e-226	1.3564056101952308e-223	1	3149
RGS2	1.5467504080592067	7.334515796799814	2.972447882682987e-226	1.7217332735848377e-223	1	5997
TPM1	1.3837096269089586	7.86361178932047	3.208440005177828e-216	1.5586808541283255e-213	1	7168
TMED5	1.5060795883188411	7.58327808133147	3.85959618929065e-201	1.4903979130953128e-198	1	50999
AXL	1.2589902917502873	8.30930248441231	7.659477145028566e-187	2.6825982745146555e-184	1	558
C12orf75	2.1856122456321216	6.209910202724606	1.5122831984297969e-186	5.176132947352896e-184	1	387882
ATP5G1	2.0319868463240205	6.307876199318305	7.27867319314842e-180	2.3829743106264173e-177	1	NA
SEPT7	1.4081084520603142	7.236065106410968	6.594174086297722e-168	2.0266992191764022e-165	1	NA
COL18A1	2.117203070442167	5.989186999486836	7.778934181512909e-168	2.343014975471688e-165	1	80781
PLAU	1.916895976975726	6.048575431606964	4.711232551071315e-167	1.3644454272910389e-164	1	5328
JAG1	1.1683038939685528	7.889870834896295	1.6664642513298528e-165	4.73527389151464e-163	1	182
PLOD2	1.150436155113983	8.206632650027236	1.0678129883707928e-164	2.9780117786785443e-162	1	5352
PLK2	1.1925255664977754	7.650820632697515	1.6598293075846702e-158	4.2367846393601924e-156	1	10769
LOXL2	1.7279520869142422	6.436324666017677	2.6560667364540937e-157	6.666727508499774e-155	1	4017
MYOF	1.0438340974451932	8.611434006296733	7.195900290111953e-153	1.7479073930497743e-150	1	26509
COL12A1	1.5873799677420244	6.517965391468632	1.537520911654821e-146	3.5623176814648625e-144	1	1303
MORC4	1.2269865034911804	7.216718472819731	1.9334378590423027e-138	4.1596534510252966e-136	1	79710
KIRREL	1.2204645733772213	7.238862528855887	3.836277858779033e-137	8.024214521279473e-135	1	NA
FRMD4A	1.316803929556605	6.853073464711802	2.718342319756491e-136	5.607977443223665e-134	1	55691
RSL24D1	1.1356480106486564	7.6447037052286495	1.1831824921779723e-134	2.4079362611081443e-132	1	51187
MAPK6	1.1163890081075272	7.586607244428907	3.6559986339912603e-132	7.1505635620660255e-130	1	5597
HAS3	2.6173545408099197	4.89537552629884	1.0236230893199049e-126	1.9763799647638172e-124	1	3038
TBL1XR1	1.1531643029867857	7.490953728952156	3.053138349057195e-125	5.8202865236457396e-123	1	79718
COL6A1	2.7308535394182067	4.6859202812091985	2.605328451420286e-121	4.8439810467147535e-119	1	1291
